id,road,name,lat,lon,model_type,chainage,LRPName,length,condition
103,N1,DOMDO MIA BRIDGE,20.9324260319587,92.2636134,bridge,452.561,LRP448c,13.5,B
104,N1,Box culvert,20.9330549,92.2635,link,452.489,LRP456d,388.00000000003365,
105,N1,Box culvert,20.934333,92.26325,link,452.339,LRP456c,149.99999999997726,
106,N1,Box culvert,20.9346663,92.2631667,link,452.299,LRP456b,40.000000000020464,
107,N1,Box culvert,20.9361108,92.2628611,link,452.133,LRP456a,165.99999999999682,
108,N1,Km post missing,20.9361663,92.2628611,link,452.121,LRP456,12.000000000000455,
109,N1,Bridge end,20.9371108,92.2624722,link,452.012,LRP455c,108.99999999998045,
110,N1,DONDO MIA CHAK POST BRIDGE,20.93730526,92.26237497,bridge,451.984,LRP448a,51.0,B
111,N1,Bridge start,20.9373886,92.2623333,link,451.972,LRP455b,40.000000000020464,
112,N1,DHANDO MIA,20.9427885228723,92.260596812234,bridge,451.328,LRP447c,38.6,C
113,N1,Box culvert,20.9436941,92.2603056,link,451.22,LRP455a,751.9999999999527,
114,N1,Info.Missing,20.9445552,92.2603333,link,451.121,LRP455,99.00000000004638,
115,N1,DOMMO MIA BOX CULVERT,20.9458507925133,92.2603333,bridge,450.943,LRP447b,1.2,A
116,N1,Box culvert,20.9459163,92.2603333,link,450.934,LRP454d,186.99999999995498,
117,N1,DONDO MIA BOX CULVERT,20.9470947924242,92.2597883075757,bridge,450.759,LRP447a,2.7,A
118,N1,Bridge end,20.9481386,92.2593056,link,450.604,LRP454c,330.0000000000409,
119,N1,DONDO MIA BOX CULVERT,20.9481536869565,92.2592633282608,bridge,450.599,LRP446d,1.5,A
120,N1,Bridge start,20.9482774,92.2589167,link,450.558,LRP454b,45.99999999999227,
121,N1,Umor khali Bridge,20.9491451322709,92.2584208880478,bridge,450.446,LRP446b,35.5,A
122,N1,DOMDO MIA BRIDGE,20.9491451322709,92.2584208880478,bridge,450.446,LRP446b,37.2,C
123,N1,Box culvert,20.94957125079681,92.25817740896414,link,450.391,LRP454a,166.99999999997317,
124,N1,Info.Missing,20.9521667,92.2566944,link,450.056,LRP454,335.0000000000364,
125,N1,Box culvert,20.95225,92.2566111,link,450.04,LRP453e,15.99999999996271,
126,N1,Box culvert,20.9531667,92.2562778,link,449.92,LRP453d,120.00000000000455,
127,N1,Box culvert,20.9538889,92.2559722,link,449.827,LRP453c,93.00000000001774,
128,N1,Jadimura bridge,20.9549388422619,92.2555312529762,bridge,449.7,LRP446a,7.5,A
129,N1,Box culvert,20.9566667,92.2548056,link,449.491,LRP453b,336.00000000001273,
130,N1,JADIMORH BOX CULVERT,20.9571000129411,92.2546526588235,bridge,449.439,LRP445d,1.2,A
131,N1,Box culvert,20.9580833,92.2543056,link,449.321,LRP453a,169.99999999995907,
132,N1,JADIMURA (NOYA PARA)BRIDGE,20.9599449953642,92.2537187390728,bridge,449.101,LRP445b,41.75,B
133,N1,Jadirghat Bridge,20.9599449953642,92.2537187390728,bridge,449.101,LRP445b,41.75,C
134,N1,Info.Missing,20.9606389,92.2535,link,449.019,LRP453,302.0000000000209,
135,N1,Noya Para Bridge,20.9614231446428,92.2532539928571,bridge,448.926,LRP445a,9.2,A
136,N1,Bridge end,20.9620556,92.2530556,link,448.851,LRP452e,168.00000000000637,
137,N1,Bridge start,20.9622778,92.2528889,link,448.82,LRP452d,31.00000000000591,
138,N1,NOYA PARA (MUSJID) BOX CULVERT(L),20.9641892820433,92.2518817702786,bridge,448.581,LRP444e,1.2,A
139,N1,Box culvert,20.9648611,92.2515278,link,448.497,LRP452c,322.9999999999791,
140,N1,NOYA PARA CULVERT,20.9649678916913,92.2514288706231,bridge,448.481,LRP444d,1.2,A
141,N1,NOYA PARA CULVERT,20.9655685949554,92.2508723928783,bridge,448.391,LRP444c,1.2,A
142,N1,Bridge end,20.9671104,92.2494441,link,448.16,LRP452b,336.9999999999891,
143,N1,Bridge start,20.9673604,92.2491663,link,448.118,LRP452a,42.00000000003001,
144,N1,MOSINNI RCC GIDER BRIDGE,20.967853415126,92.2489720949579,bridge,448.054,LRP444b,8.8,B
145,N1,Infor.missing,20.9682771,92.2488052,link,447.999,LRP452,118.99999999997135,
146,N1,NAYA PARA BOX CULVERT,20.9691570827586,92.2486529011494,bridge,447.893,LRP444a,1.2,A
147,N1,Box culvert,20.9697216,92.2485552,link,447.825,LRP451a,174.00000000003502,
148,N1,NOYAPARA RCC GIDER BRIDGE,20.9732781770034,92.2493761152148,bridge,447.401,LRP443d,30.4,B
149,N1,Noya Para Bridge,20.9732781770034,92.2493761152148,bridge,447.401,LRP443d,30.4,C
150,N1,NAYAPARA BOX CULVERT,20.9759372216027,92.2499898655052,bridge,447.084,LRP443c,2.8,A
151,N1,Km post missing,20.9769438,92.2502222,link,446.964,LRP451,860.99999999999,
152,N1,Bridge end,20.9775827,92.2506111,link,446.888,LRP450b,76.00000000002183,
153,N1,Bridge start,20.9778049,92.25075,link,446.856,LRP450a,31.999999999982265,
154,N1,Ladapara Bridge,20.9790279773542,92.2512228468609,bridge,446.71,LRP443a,36.6,A
155,N1,LADAPARA RCC GIDER BRIDGE,20.9790279773542,92.2512228468609,bridge,446.71,LRP443a,36.6,C
156,N1,LADA BAZAR BOX CULVERT,20.9813317189461,92.2521134830717,bridge,446.435,LRP442a,1.2,C
157,N1,Infor.missing,20.9852774,92.2536389,link,445.964,LRP450,891.9999999999959,
158,N1,Box culvert,20.9875274,92.2545556,link,445.687,LRP449a,276.9999999999868,
159,N1,ALA KHALI KUNA PARA,20.9893582625336,92.2545712327493,bridge,445.478,LRP441a,29.9,C
160,N1,Teknaf 18 km,20.9940274,92.2546111,link,444.945,LRP449,742.0000000000186,
161,N1,Box culvert,20.9942497,92.2545278,link,444.911,LRP448c,33.999999999991815,
162,N1,Bridge end,20.9986386,92.2538889,link,444.408,LRP448b,502.9999999999859,
163,N1,Bridge start,20.9990274,92.2537778,link,444.358,LRP448a,50.00000000001137,
164,N1,RONGI- KHALI RCC GIDER BRIDGE,20.9994058966292,92.2537214265168,bridge,444.315,LRP440a,12.5,C
165,N1,Teknaf 29 km,21.0029444,92.2531944,link,443.913,LRP448,444.9999999999932,
166,N1,RONGI HALI BOX CULVERT,21.0058252962264,92.252279838915,bridge,443.564,LRP439c,2.8,B
167,N1,Box culvert,21.0064444,92.2520833,link,443.489,LRP447c,424.000000000035,
168,N1,Box culvert,21.0078889,92.251,link,443.288,LRP447b,200.99999999996498,
169,N1,CHOUDORIY PARA RCC GIDER BRIDGE,21.0097686468354,92.2495377240506,bridge,443.024,LRP439a,45.6,B
170,N1,Chowdhory Para Bridge,21.0097686468354,92.2495377240506,bridge,443.024,LRP439a,45.6,C
171,N1,Box culvert,21.0101389,92.2492497,link,442.972,LRP447a,316.0000000000309,
172,N1,Teknaf 20 km,21.0107222,92.2487219,link,442.881,LRP447,91.00000000000819,
173,N1,Box culvert,21.0150833,92.245333,link,442.274,LRP446b,606.9999999999709,
174,N1,NAT MURA PARA BOX CULVERT,21.015929034375,92.2447567,bridge,442.161,LRP438c,1.9,A
175,N1,Box culvert,21.0169993,92.2440274,link,442.018,LRP446a,256.00000000002865,
176,N1,NILA DOGA PARA BOX CULVERT,21.0173417560386,92.2438384763284,bridge,441.974,LRP438b,2.8,A
177,N1,Infor.missing,21.0186104,92.2431386,link,441.811,LRP446,206.99999999999363,
178,N1,NILA - DORGA- PARA-(1) BOX,21.0198087471074,92.2428140276859,bridge,441.666,LRP438a,2.8,A
179,N1,Bridge end,21.0226104,92.2420552,link,441.327,LRP445b,483.99999999998045,
180,N1,Bridge start,21.0228882,92.2420274,link,441.292,LRP445a,35.00000000002501,
181,N1,Km post missing,21.0249993,92.2418608,link,441.048,LRP445,243.99999999997135,
182,N1,NILA. BARAR BOX CULVERT,21.0256598717703,92.2418041698564,bridge,440.977,LRP437b,2.9,A
183,N1,Box culvert,21.0269438,92.2416941,link,440.839,LRP444c,209.00000000000318,
184,N1,NILLA BOX CULVERT (1),21.0279544680791,92.2415858245762,bridge,440.724,LRP437a,4.4,A
185,N1,Box culvert,21.0300549,92.2413608,link,440.485,LRP444b,353.999999999985,
186,N1,Box culvert,21.0321104,92.241083,link,440.252,LRP444a,233.0000000000041,
187,N1,Teknaf 21 km,21.0338608,92.2407774,link,440.049,LRP444,203.00000000003138,
188,N1,NILA - HOAB RABG BRIDGE,21.0340308457564,92.2407063719557,bridge,440.028,LRP436a,32.1,B
189,N1,Nila-Hoab Rabg Bridge,21.0340308457564,92.2407063719557,bridge,440.028,LRP436a,32.1,C
190,N1,Bridge end,21.0360552,92.2398608,link,439.778,LRP443c,270.99999999995816,
191,N1,Bridge start,21.0363608,92.2396941,link,439.737,LRP443b,40.99999999999682,
192,N1,ALI AXBAR PARA BOX CULVERT,21.0376449596296,92.2390520348148,bridge,439.579,LRP435c,6.2,A
193,N1,MOULOVI BAZAR BOX CULVERT,21.0404408514814,92.2376541207407,bridge,439.235,LRP435b,1.2,C
194,N1,Box culvert,21.0407497,92.2374997,link,439.197,LRP443a,540.0000000000205,
195,N1,MOULOVI BAZAR BOX CULVERT (1),21.0422652012594,92.2367552062972,bridge,439.007,LRP435a,1.2,C
196,N1,Teknaf 23 km,21.0439163,92.2359441,link,438.8,LRP443,396.99999999999136,
197,N1,Box culvert,21.0446941,92.2356941,link,438.713,LRP442d,86.99999999998909,
198,N1,MOULIVI BAZAR FISHARI BRIDGE,21.0464598480314,92.23512063937,bridge,438.506,LRP434b,31.7,C
199,N1,Box culvert,21.0479441,92.2346386,link,438.332,LRP442c,381.00000000002865,
200,N1,Box culvert,21.0507222,92.2338608,link,438.004,LRP442b,327.99999999997453,
201,N1,KHARANG KHAIL,21.0508486063492,92.233513137037,bridge,437.961,LRP434a,1.2,C
202,N1,Box culvert,21.0512778,92.2323327,link,437.815,LRP442a,189.00000000002137,
203,N1,Teknaf 24 km,21.0513056,92.2317493,link,437.751,LRP442,64.00000000002137,
204,N1,Bridge start,21.0513611,92.2302493,link,437.588,LRP441b,37.99999999995407,
205,N1,Bridge end,21.0513611,92.2305827,link,437.626,LRP441c,125.0,
206,N1,KHARANG KHALI - BOX CUVERT (1),21.0519406592592,92.2296964950617,bridge,437.484,LRP433d,2.8,C
207,N1,NAYA BAZAR BRIDGE,21.0542867597222,92.2274586981481,bridge,437.063,LRP433c,11.8,B
208,N1,Naya Bazar(3) Bridge,21.0542867597222,92.2274586981481,bridge,437.063,LRP433c,11.8,C
209,N1,Box culvert,21.0549722,92.2268049,link,436.94,LRP441a,648.0000000000246,
210,N1,NAYA BAZAR BRIDGE,21.0562943527173,92.2266452831521,bridge,436.789,LRP433b,9.4,B
211,N1,Naya Bazar(2) Bridge,21.0562943527173,92.2266452831521,bridge,436.789,LRP433b,9.4,D
212,N1,Info.Missing,21.0565833,92.2266104,link,436.756,LRP441,184.00000000002592,
213,N1,NOYA BAZAR CULVERT,21.0579897631578,92.226509045614,bridge,436.6,LRP433a,1.2,C
214,N1,Bridge end,21.0596667,92.2263882,link,436.414,LRP440e,341.99999999998454,
215,N1,Bridge start,21.0597778,92.2263882,link,436.399,LRP440d,14.999999999986358,
216,N1,NOYA BAZAR BRIDGE,21.0598736617647,92.2263822093137,bridge,436.388,LRP432b,30.9,B
217,N1,Noya Bazar(1) Bridge,21.0598736617647,92.2263822093137,bridge,436.388,LRP432b,30.9,C
218,N1,Box culvert,21.0615556,92.2262771,link,436.195,LRP440c,204.00000000000773,
219,N1,Box culvert,21.063,92.2254993,link,436.007,LRP440b,187.99999999998818,
220,N1,NINA BAZAR BOX CULVERT,21.0650398482758,92.2245345498084,bridge,435.748,LRP432a,1.2,A
221,N1,Box culvert,21.0650556,92.2245271,link,435.746,LRP440a,261.0000000000241,
222,N1,Km post missing,21.0655833,92.2245549,link,435.668,LRP440,77.99999999997453,
223,N1,Box culvert,21.0668882,92.2246104,link,435.522,LRP439d,146.000000000015,
224,N1,Box culvert,21.0691104,92.2246382,link,435.272,LRP439c,250.0,
225,N1,GIM - MOGARI BRIDGE,21.0695363333333,92.2245687666666,bridge,435.22,LRP431d,7.5,C
226,N1,GIMON KHALI BRIDGE,21.071231875641,92.2242923685897,bridge,435.013,LRP431c,5.8,B
227,N1,Box culvert,21.071666,92.2242216,link,434.96,LRP439b,312.0000000000118,
228,N1,NOYA PARA,21.0724929467032,92.2235128087912,bridge,434.831,LRP431b,1.3,A
229,N1,Box culvert,21.0728327,92.2232216,link,434.778,LRP439a,181.99999999995953,
230,N1,Info.Missing,21.0735271,92.2226104,link,434.668,LRP439,110.00000000001364,
231,N1,NAYAPARA,21.0741777849315,92.2222489445205,bridge,434.573,LRP431a,5.8,A
232,N1,Box culvert,21.0745271,92.2220549,link,434.522,LRP438e,146.000000000015,
233,N1,NOYA PARA (1) BRIDGE,21.0757171602316,92.2214353972973,bridge,434.37,LRP430d,6.1,C
234,N1,Box culvert,21.0765549,92.2209993,link,434.263,LRP438d,259.00000000001455,
235,N1,NOYA PARA (1) BOX CULVERT,21.077282565,92.2199300692307,bridge,434.124,LRP430c,3.0,A
236,N1,Box culvert,21.077916,92.2189993,link,434.003,LRP438c,259.9999999999909,
237,N1,Box culvert,21.0783327,92.2186382,link,433.944,LRP438b,58.99999999996908,
238,N1,KHANCHOR PARA- BOX CULVERT,21.079224345977,92.2181232950191,bridge,433.826,LRP430b,1.0,A
239,N1,Box culvert,21.0803049,92.2174993,link,433.683,LRP438a,261.0000000000241,
240,N1,KHANCHOR PARA (2),21.0804429857142,92.2174040714285,bridge,433.665,LRP430a,1.0,A
241,N1,Km post missing,21.0811104,92.2169438,link,433.578,LRP438,105.00000000001819,
242,N1,RHANCHOR PARA BOX CULVERT,21.0822419459459,92.2166012177177,bridge,433.441,LRP429f,1.2,A
243,N1,Box culvert / Box culvert,21.0838608,92.2161111,link,433.245,LRP437c,332.99999999997,
244,N1,Khan Gor Para Bridge,21.0844125039525,92.2159198454545,bridge,433.178,LRP429d,14.0,A
245,N1,KHAN GOR PARA BRIDGE,21.0844125039525,92.2159198454545,bridge,433.178,LRP429d,14.0,B
246,N1,Box culvert,21.0859441,92.2153889,link,432.992,LRP437b,252.9999999999859,
247,N1,Box culvert,21.0864997,92.2151111,link,432.924,LRP437a,68.00000000004047,
248,N1,KHANGOR PRAMARY (2),21.0864997,92.2151111,bridge,432.924,LRP429c,1.2,A
249,N1,KHAN GIOR PARA (1),21.0869591497109,92.2148363748555,bridge,432.865,LRP429b,2.8,A
250,N1,KANGOR PARA MOZGID,21.088867034104,92.213695567052,bridge,432.62,LRP429a,1.2,A
251,N1,Km post missing,21.0891941,92.2135,link,432.578,LRP437,346.00000000000364,
252,N1,Box culvert,21.090333,92.2129444,link,432.434,LRP436e,143.9999999999486,
253,N1,KANGOR PARA,21.0905260238297,92.2128845902127,bridge,432.411,LRP428d,2.7,A
254,N1,Box culvert,21.0923052,92.2123333,link,432.199,LRP436d,235.00000000001364,
255,N1,KUTUB - DIA PARA (3),21.0923827310126,92.2123111474683,bridge,432.19,LRP428c,4.2,A
256,N1,Bridge end,21.0936663,92.2119444,link,432.041,LRP436c,158.00000000001546,
257,N1,Bridge start,21.0939441,92.2118611,link,432.005,LRP436b,36.000000000001364,
258,N1,KUTUB DIA PARA CULVERT,21.0944452155388,92.2116762629072,bridge,431.946,LRP428b,2.7,A
259,N1,KUTUB DIA PARA (1) CULVERT,21.0950312659147,92.2114600974937,bridge,431.877,LRP428a,2.7,A
260,N1,Box culvert,21.097333,92.2106111,link,431.606,LRP436a,399.0000000000009,
261,N1,Info.Missing,21.0975552,92.2105,link,431.578,LRP436,28.00000000002001,
262,N1,UNCHING OPLONG CULVERT (1),21.0988710315789,92.2096579157894,bridge,431.398,LRP427e,1.2,A
263,N1,Box culvert,21.0996386,92.2091667,link,431.293,LRP435e,284.99999999996817,
264,N1,ON SIFAPAING BOX CULVERT,21.1005774145454,92.208578050909,bridge,431.167,LRP427d,3.0,A
265,N1,Box culvert,21.1012778,92.2081389,link,431.073,LRP435d,220.00000000002728,
266,N1,UNCHI - PRANG BRIDGE,21.1020295703488,92.2079394552325,bridge,430.978,LRP427b,34.2,A
267,N1,Unchi-Prong Bridge,21.1020295703488,92.2079394552325,bridge,430.978,LRP427b,34.2,C
268,N1,Box culvert,21.1026389,92.2077778,link,430.901,LRP435c,171.99999999996862,
269,N1,Box culvert,21.1043611,92.2075278,link,430.694,LRP435b,206.99999999999363,
270,N1,LAMBA BIL BOX,21.1052944333333,92.20739816,bridge,430.582,LRP427a,1.2,C
271,N1,Box culvert,21.1053611,92.2073889,link,430.574,LRP435a,120.00000000000455,
272,N1,Km post broken,21.1058333,92.20725,link,430.51,LRP435,64.00000000002137,
273,N1,Box culvert,21.1078333,92.2058611,link,430.242,LRP434c,197.99999999997908,
274,N1,LAMBA BIL (3) BOX CULVERT,21.1078333,92.2061073045454,bridge,430.287,LRP426e,1.2,A
275,N1,Box culvert,21.1078333,92.2069444,link,430.44,LRP434d,69.99999999999318,
276,N1,LAM BA BIL (2) BOX CULVERT,21.1083165348837,92.2053339813953,bridge,430.072,LRP426d,2.8,A
277,N1,LAMBA - BIL - (1) BOX CULVERT,21.108771344186,92.2048378697674,bridge,429.912,LRP426c,2.8,A
278,N1,Box culvert,21.1090556,92.2045278,link,429.812,LRP434b,430.0000000000068,
279,N1,LAMBABIL MIDDLE,21.1098838904761,92.2033796485714,bridge,429.719,LRP426b,1.2,A
280,N1,LAMBABIL MIDDLE PARA,21.1108101507936,92.2020956942857,bridge,429.615,LRP426a,1.2,A
